Date,Name,HR
20230330,Adley Rutschman,1
20230330,Ramón Urías,1
20230330,Spencer Steer,1
20230330,Oneil Cruz,1
20230330,Yordan Alvarez,1
20230330,Yasmani Grandal,1
20230330,James Outman,1
20230330,Garrett Cooper,1
20230330,Aaron Judge,1
20230330,Gleyber Torres,1
20230330,C.J. Cron,2
20230330,Elehuris Montero,1
20230330,Ty France,1
20230330,Brendan Donovan,1
20230330,Tyler O'Neill,1
20230330,Wander Franco,1
20230330,Jose Siri,1
20230330,Robbie Grossman,1
20230330,Brad Miller,1
20230330,Alec Bohm,1
20230331,Kyle Tucker,1
20230331,Mookie Betts,1
20230331,Kyle Lewis,1
20230331,Jazz Chisholm Jr.,1
20230331,Jorge Soler,1
20230331,Pete Alonso,1
20230331,Charlie Blackmon,1
